year,nace_id,emissions_difference,auctions_difference
2005,1.13,0.0,377385.0
2005,1.19,0.0,148805.0
2005,1.21,0.0,87443.0
2005,5.1,0.0,15551.0
2005,6.1,0.0,15643321.0
2005,6.2,0.0,1832748.0
2005,7.1,0.0,14362591.0
2005,7.21,0.0,48527.0
2005,8.11,0.0,32200.0
2005,8.12,0.0,75082.0
2005,8.91,0.0,92268.0
2005,8.92,0.0,122829.0
2005,8.93,0.0,683157.0
2005,8.99,0.0,800232.0
2005,9.1,0.0,51557.0
2005,10.11,0.0,454442.0
2005,10.12,0.0,48182.0
2005,10.13,0.0,272386.0
2005,10.2,0.0,333868.0
2005,10.31,0.0,642933.0
2005,10.32,0.0,333627.0
2005,10.39,0.0,517253.0
2005,10.41,0.0,2105104.0
2005,10.42,0.0,20500.0
2005,10.51,0.0,3363798.0
2005,10.52,0.0,9757.0
2005,10.61,0.0,123511.0
2005,10.62,0.0,4700230.0
2005,10.71,0.0,21419.0
2005,10.72,0.0,21839.0
2005,10.81,0.0,9848854.0
2005,10.82,0.0,178784.0
2005,10.83,0.0,233187.0
2005,10.84,0.0,39141.0
2005,10.85,0.0,65894.0
2005,10.86,0.0,176393.0
2005,10.89,0.0,550588.0
2005,10.91,0.0,259423.0
2005,10.92,0.0,120860.0
2005,11.01,0.0,498548.0
2005,11.02,0.0,7791.0
2005,11.05,0.0,1146161.0
2005,11.06,0.0,196482.0
2005,11.07,0.0,48542.0
2005,12.0,0.0,115146.0
2005,13.1,0.0,208586.0
2005,13.2,0.0,271741.0
2005,13.3,0.0,763032.0
2005,13.91,0.0,49972.0
2005,13.92,0.0,14684.0
2005,13.93,0.0,126952.0
2005,13.96,0.0,5320.0
2005,13.99,0.0,109480.0
2005,14.13,0.0,150267.0
2005,14.14,0.0,5924.0
2005,14.19,0.0,17471.0
2005,15.11,0.0,5016.0
2005,16.1,0.0,12198.0
2005,16.21,0.0,2745802.0
2005,16.22,0.0,79529.0
2005,16.29,0.0,44757.0
2005,17.11,0.0,5196090.0
2005,17.12,0.0,31283662.0
2005,17.21,0.0,831514.0
2005,17.22,0.0,577348.0
2005,17.23,0.0,84721.0
2005,17.24,0.0,15994.0
2005,17.29,0.0,132422.0
2005,18.11,0.0,44502.0
2005,18.12,0.0,51409.0
2005,19.1,0.0,8757251.0
2005,19.2,0.0,149798179.0
2005,20.11,0.0,1405819.0
2005,20.12,0.0,318898.0
2005,20.13,0.0,5349575.0
2005,20.14,0.0,25683106.0
2005,20.15,0.0,5229464.0
2005,20.16,0.0,2311109.0
2005,20.17,0.0,507992.0
2005,20.2,0.0,242451.0
2005,20.3,0.0,696201.0
2005,20.41,0.0,90303.0
2005,20.42,0.0,126254.0
2005,20.51,0.0,89730.0
2005,20.52,0.0,145175.0
2005,20.59,0.0,1547564.0
2005,20.6,0.0,1006724.0
2005,21.1,0.0,1228269.0
2005,21.2,0.0,1162829.0
2005,22.11,0.0,1549233.0
2005,22.19,0.0,157800.0
2005,22.21,0.0,259272.0
2005,22.22,0.0,59843.0
2005,22.23,0.0,6971.0
2005,22.29,0.0,125225.0
2005,23.11,0.0,6972777.0
2005,23.12,0.0,25254.0
2005,23.13,0.0,11726418.0
2005,23.14,0.0,1497300.0
2005,23.19,0.0,1163249.0
2005,23.2,0.0,978013.0
2005,23.31,0.0,2590612.0
2005,23.32,0.0,12691515.0
2005,23.4,0.0,68891.0
2005,23.41,0.0,1869546.0
2005,23.42,0.0,122236.0
2005,23.44,0.0,12216.0
2005,23.49,0.0,19224.0
2005,23.51,0.0,154923557.0
2005,23.52,0.0,31439492.0
2005,23.61,0.0,106481.0
2005,23.62,0.0,50135.0
2005,23.64,0.0,49146.0
2005,23.65,0.0,47274.0
2005,23.91,0.0,14883.0
2005,23.99,0.0,1124239.0
2005,24.1,0.0,184189979.0
2005,24.2,0.0,189940.0
2005,24.34,0.0,18792.0
2005,24.42,0.0,2378284.0
2005,24.43,0.0,159027.0
2005,24.44,0.0,68028.0
2005,24.45,0.0,111032.0
2005,24.46,0.0,651754.0
2005,24.51,0.0,1584045.0
2005,24.53,0.0,67660.0
2005,25.11,0.0,68176.0
2005,25.3,0.0,12548.0
2005,25.4,0.0,185248.0
2005,25.5,0.0,9242.0
2005,25.61,0.0,0.0
2005,25.62,0.0,58015.0
2005,25.73,0.0,23107.0
2005,25.99,0.0,13447.0
2005,26.11,0.0,226766.0
2005,26.2,0.0,14070.0
2005,27.11,0.0,10362.0
2005,27.32,0.0,42311.0
2005,27.9,0.0,30612.0
2005,28.11,0.0,89505.0
2005,28.13,0.0,15962.0
2005,28.14,0.0,35420.0
2005,28.15,0.0,306971.0
2005,28.3,0.0,16997.0
2005,28.92,0.0,90695.0
2005,28.95,0.0,4768.0
2005,28.99,0.0,96577.0
2005,29.1,0.0,1998926.0
2005,29.2,0.0,47089.0
2005,29.32,0.0,226448.0
2005,30.11,0.0,258869.0
2005,30.2,0.0,143959.0
2005,30.3,0.0,1072380.0
2005,30.4,0.0,0.0
2005,30.91,0.0,26627.0
2005,31.03,0.0,26942.0
2005,31.09,0.0,22749.0
2005,32.2,0.0,4775.0
2005,32.3,0.0,13883.0
2005,33.16,0.0,14237.0
2005,33.2,0.0,47676.0
2005,35.0,0.0,30804345.0
2005,35.1,0.0,115950478.0
2005,35.11,0.0,1026135339.0
2005,35.13,0.0,4805.0
2005,35.14,0.0,275201.0
2005,35.2,0.0,237627.0
2005,35.21,0.0,629123.0
2005,35.22,0.0,3455574.0
2005,35.23,0.0,26629.0
2005,35.3,0.0,166299189.0
2005,36.0,0.0,5434.0
2005,37.0,0.0,97076.0
2005,38.21,0.0,307133.0
2005,38.32,0.0,291449.0
2005,42.11,0.0,7837.0
2005,43.99,0.0,0.0
2005,47.29,0.0,0.0
2005,49.1,0.0,18352.0
2005,49.5,0.0,4105295.0
2005,51.0,0.0,0.0
2005,51.1,0.0,183472.0
2005,52.1,0.0,181593.0
2005,52.23,0.0,256140.0
2005,52.24,0.0,51545.0
2005,60.2,0.0,0.0
2005,61.1,0.0,2480.0
2005,63.11,0.0,417.0
2005,64.11,0.0,0.0
2005,64.91,0.0,2950.0
2005,68.32,0.0,144084.0
2005,71.12,0.0,14890.0
2005,72.19,0.0,181391.0
2005,75.0,0.0,14857.0
2005,82.3,0.0,4276.0
2005,82.99,0.0,441218.0
2005,84.12,0.0,8508.0
2005,84.22,0.0,199202.0
2005,85.32,0.0,0.0
2005,85.42,0.0,281852.0
2005,86.1,0.0,1337691.0
2005,86.21,0.0,9860.0
2005,86.9,0.0,10714.0
2006,1.13,273787.0,375555.0
2006,1.19,95691.0,114709.0
2006,1.21,65722.0,87443.0
2006,1.63,0.0,1505.0
2006,5.1,16552.0,15551.0
2006,6.1,13964526.0,14931986.0
2006,6.2,1782048.0,1832747.0
2006,7.1,6536817.0,14211971.0
2006,7.21,0.0,48527.0
2006,8.11,1248.0,32200.0
2006,8.12,56741.0,75082.0
2006,8.91,38539.0,132968.0
2006,8.92,49079.0,124847.0
2006,8.93,588671.0,675306.0
2006,8.99,692563.0,820986.0
2006,9.1,19030.0,51557.0
2006,10.11,286475.0,440711.0
2006,10.12,29222.0,48565.0
2006,10.13,116655.0,270613.0
2006,10.2,206308.0,302695.0
2006,10.3,7154.0,7876.0
2006,10.31,464604.0,642933.0
2006,10.32,336792.0,324084.0
2006,10.39,309706.0,716732.0
2006,10.41,1411719.0,2207483.0
2006,10.42,18623.0,20500.0
2006,10.51,2194731.0,3406159.0
2006,10.52,271.0,9757.0
2006,10.61,21562.0,123511.0
2006,10.62,2184886.0,4752068.0
2006,10.71,8368.0,21159.0
2006,10.72,17699.0,29124.0
2006,10.73,7721.0,51458.0
2006,10.8,0.0,0.0
2006,10.81,5311520.0,9959447.0
2006,10.82,85243.0,178783.0
2006,10.83,137559.0,294173.0
2006,10.84,32172.0,39141.0
2006,10.85,44644.0,134402.0
2006,10.86,112327.0,176393.0
2006,10.89,284682.0,646127.0
2006,10.91,183493.0,270120.0
2006,10.92,61858.0,117414.0
2006,11.01,369228.0,513713.0
2006,11.02,4104.0,5844.0
2006,11.04,0.0,10167.0
2006,11.05,816995.0,1291156.0
2006,11.06,202905.0,176371.0
2006,11.07,36112.0,53193.0
2006,12.0,42678.0,130133.0
2006,13.1,116844.0,217828.0
2006,13.2,106931.0,268458.0
2006,13.3,396943.0,798088.0
2006,13.91,45394.0,49972.0
2006,13.92,10675.0,14188.0
2006,13.93,94589.0,124995.0
2006,13.95,68925.0,116776.0
2006,13.96,4757.0,5320.0
2006,13.99,59537.0,109481.0
2006,14.12,340.0,800.0
2006,14.13,14409.0,150265.0
2006,14.14,0.0,5924.0
2006,14.19,0.0,17471.0
2006,14.31,0.0,12486.0
2006,15.11,3902.0,4756.0
2006,16.1,17062.0,12197.0
2006,16.21,1793227.0,2930639.0
2006,16.22,10782.0,78452.0
2006,16.29,39934.0,42949.0
2006,17.11,3021116.0,5245235.0
2006,17.12,18480105.0,31521415.0
2006,17.21,550528.0,833218.0
2006,17.22,267729.0,560761.0
2006,17.23,58499.0,84721.0
2006,17.24,16827.0,15994.0
2006,17.29,11900.0,108014.0
2006,18.11,36857.0,44502.0
2006,18.12,31075.0,51409.0
2006,18.2,2653.0,2506.0
2006,19.1,5894057.0,8752022.0
2006,19.2,103052235.0,149120590.0
2006,20.11,1061068.0,1491208.0
2006,20.12,204008.0,384237.0
2006,20.13,2411365.0,5467105.0
2006,20.14,15595124.0,26228722.0
2006,20.15,3469647.0,5234654.0
2006,20.16,1626028.0,2302968.0
2006,20.17,299145.0,540490.0
2006,20.2,275453.0,214533.0
2006,20.3,302322.0,696201.0
2006,20.41,25139.0,168929.0
2006,20.42,121500.0,126254.0
2006,20.51,74425.0,89730.0
2006,20.52,150041.0,145175.0
2006,20.59,914804.0,1592531.0
2006,20.6,751019.0,1052162.0
2006,21.1,827477.0,1261851.0
2006,21.2,735414.0,1158203.0
2006,22.11,754845.0,1704030.0
2006,22.19,141677.0,157800.0
2006,22.21,154314.0,259271.0
2006,22.22,17932.0,59843.0
2006,22.23,4875.0,6609.0
2006,22.29,50305.0,125226.0
2006,23.11,4849544.0,6964739.0
2006,23.12,26835.0,25254.0
2006,23.13,7795084.0,11702453.0
2006,23.14,1094520.0,1510250.0
2006,23.19,805665.0,1163249.0
2006,23.2,677285.0,978012.0
2006,23.31,669895.0,3228825.0
2006,23.32,8466312.0,12658229.0
2006,23.4,41715.0,69043.0
2006,23.41,1251347.0,1883324.0
2006,23.42,60208.0,122235.0
2006,23.44,10830.0,12216.0
2006,23.49,14455.0,92114.0
2006,23.5,0.0,3600.0
2006,23.51,107721245.0,153998306.0
2006,23.52,18195902.0,31398926.0
2006,23.61,85765.0,107494.0
2006,23.62,43619.0,135889.0
2006,23.63,7253.0,20439.0
2006,23.64,15448.0,49146.0
2006,23.65,30564.0,47274.0
2006,23.91,14673.0,14884.0
2006,23.99,1072835.0,1080856.0
2006,24.1,105732041.0,183800514.0
2006,24.2,15416.0,189940.0
2006,24.31,26990.0,32474.0
2006,24.34,0.0,18792.0
2006,24.42,2054750.0,2376927.0
2006,24.43,122056.0,167137.0
2006,24.44,59097.0,76437.0
2006,24.45,109905.0,111032.0
2006,24.46,692637.0,651754.0
2006,24.51,461369.0,1584045.0
2006,24.52,0.0,172.0
2006,24.53,84957.0,66555.0
2006,25.11,69918.0,68176.0
2006,25.3,4820.0,12547.0
2006,25.4,111658.0,185248.0
2006,25.5,0.0,9242.0
2006,25.61,0.0,0.0
2006,25.62,48700.0,58015.0
2006,25.73,13638.0,22578.0
2006,25.92,0.0,8495.0
2006,25.93,0.0,14845.0
2006,25.99,8680.0,13448.0
2006,26.11,116041.0,226766.0
2006,26.2,12354.0,14070.0
2006,26.3,0.0,5877.0
2006,27.11,4974.0,10361.0
2006,27.32,20008.0,42311.0
2006,27.4,34346.0,52700.0
2006,27.51,29493.0,46867.0
2006,27.9,31784.0,30612.0
2006,28.11,27853.0,89504.0
2006,28.13,9047.0,15962.0
2006,28.14,25900.0,26565.0
2006,28.15,27600.0,306971.0
2006,28.25,0.0,13024.0
2006,28.29,0.0,12836.0
2006,28.3,17475.0,16997.0
2006,28.91,0.0,0.0
2006,28.92,47784.0,90695.0
2006,28.94,11592.0,14064.0
2006,28.95,6605.0,4768.0
2006,28.99,43975.0,93421.0
2006,29.1,899600.0,2204969.0
2006,29.2,39373.0,47089.0
2006,29.32,139209.0,225907.0
2006,30.11,48424.0,253964.0
2006,30.2,93143.0,143959.0
2006,30.3,256716.0,1072382.0
2006,30.4,0.0,0.0
2006,30.91,7714.0,26627.0
2006,31.02,0.0,1035.0
2006,31.03,24006.0,26942.0
2006,31.09,28789.0,22749.0
2006,32.2,0.0,4775.0
2006,32.3,3395.0,13662.0
2006,33.16,12639.0,14237.0
2006,33.17,3563.0,17869.0
2006,33.2,44221.0,47676.0
2006,35.0,31736960.0,30506358.0
2006,35.1,58487037.0,115081677.0
2006,35.11,968685811.0,1002565755.0
2006,35.13,399.0,4805.0
2006,35.14,0.0,275201.0
2006,35.2,209323.0,230372.0
2006,35.21,375548.0,629123.0
2006,35.22,2841581.0,3462608.0
2006,35.23,45122.0,26629.0
2006,35.3,104396253.0,165089196.0
2006,36.0,4964.0,5197.0
2006,37.0,21357.0,99807.0
2006,38.21,69893.0,306871.0
2006,38.32,67375.0,291449.0
2006,42.11,5381.0,13769.0
2006,43.22,2002.0,5198.0
2006,43.99,0.0,0.0
2006,46.21,16583.0,18804.0
2006,46.46,0.0,12206.0
2006,47.29,0.0,0.0
2006,49.1,9870.0,18352.0
2006,49.5,995901.0,4399767.0
2006,51.0,0.0,0.0
2006,51.1,0.0,183472.0
2006,52.1,118531.0,241259.0
2006,52.23,204273.0,256140.0
2006,52.24,36510.0,61843.0
2006,53.1,0.0,7039.0
2006,56.1,0.0,6316.0
2006,58.19,0.0,0.0
2006,60.2,0.0,0.0
2006,61.1,2675.0,2480.0
2006,63.11,1328.0,417.0
2006,64.11,0.0,0.0
2006,64.91,2848.0,2950.0
2006,68.2,72514.0,102226.0
2006,68.32,94618.0,143800.0
2006,71.11,8445.0,11053.0
2006,71.12,14759.0,14117.0
2006,72.19,97152.0,181391.0
2006,75.0,0.0,14857.0
2006,82.3,4290.0,4276.0
2006,82.99,0.0,441218.0
2006,84.12,9251.0,8508.0
2006,84.22,205656.0,199202.0
2006,85.32,0.0,0.0
2006,85.42,290616.0,281852.0
2006,86.1,1223616.0,1358135.0
2006,86.21,11064.0,9860.0
2006,86.9,8893.0,10714.0
2007,1.13,330494.0,375556.0
2007,1.19,99085.0,114710.0
2007,1.21,61015.0,87442.0
2007,1.63,3549.0,1505.0
2007,5.1,16265.0,15551.0
2007,6.1,14042825.0,20635478.0
2007,6.2,1719175.0,1975660.0
2007,7.1,7406442.0,14245855.0
2007,7.21,87142.0,48527.0
2007,8.11,0.0,32200.0
2007,8.12,59573.0,165756.0
2007,8.91,45833.0,132968.0
2007,8.92,30087.0,126926.0
2007,8.93,620987.0,675308.0
2007,8.99,696696.0,820987.0
2007,9.1,85829.0,51556.0
2007,10.11,341752.0,445740.0
2007,10.12,70274.0,48244.0
2007,10.13,285936.0,248866.0
2007,10.2,201922.0,301198.0
2007,10.3,6286.0,7876.0
2007,10.31,723238.0,642928.0
2007,10.32,426130.0,332523.0
2007,10.39,806638.0,716733.0
2007,10.41,2081896.0,2298435.0
2007,10.42,19305.0,20500.0
2007,10.51,3619804.0,3404800.0
2007,10.52,19934.0,9758.0
2007,10.61,252729.0,123510.0
2007,10.62,5664680.0,4752068.0
2007,10.71,7965.0,20908.0
2007,10.72,16739.0,29123.0
2007,10.73,71925.0,51458.0
2007,10.8,0.0,0.0
2007,10.81,10263469.0,11072223.0
2007,10.82,94756.0,178784.0
2007,10.83,367291.0,294174.0
2007,10.84,31210.0,39141.0
2007,10.85,109341.0,135333.0
2007,10.86,234603.0,176395.0
2007,10.89,645767.0,644209.0
2007,10.91,200501.0,271011.0
2007,10.92,186834.0,117413.0
2007,11.01,465805.0,514212.0
2007,11.02,4508.0,5843.0
2007,11.03,3388.0,9303.0
2007,11.04,14393.0,10167.0
2007,11.05,1195945.0,1381083.0
2007,11.06,189029.0,176371.0
2007,11.07,52003.0,53525.0
2007,12.0,122606.0,130133.0
2007,13.1,234970.0,217267.0
2007,13.2,176246.0,267253.0
2007,13.3,699702.0,797480.0
2007,13.91,37719.0,49972.0
2007,13.92,9566.0,13692.0
2007,13.93,99464.0,124994.0
2007,13.95,82685.0,116776.0
2007,13.96,5082.0,5320.0
2007,13.99,88531.0,109481.0
2007,14.12,179.0,800.0
2007,14.13,44893.0,150265.0
2007,14.14,11196.0,5924.0
2007,14.19,10935.0,17471.0
2007,14.31,7123.0,12486.0
2007,15.11,3716.0,4495.0
2007,16.1,13704.0,14634.0
2007,16.21,2019689.0,3016443.0
2007,16.22,11522.0,78451.0
2007,16.23,11962.0,12100.0
2007,16.29,41276.0,42950.0
2007,17.11,3476676.0,5223524.0
2007,17.12,33752813.0,31985551.0
2007,17.21,926718.0,833221.0
2007,17.22,701894.0,560761.0
2007,17.23,96513.0,84721.0
2007,17.24,17444.0,15994.0
2007,17.29,220438.0,108013.0
2007,18.11,46007.0,44502.0
2007,18.12,51914.0,51409.0
2007,18.2,2718.0,2506.0
2007,19.1,7337126.0,8752022.0
2007,19.2,178099400.0,153328839.0
2007,20.11,1372656.0,1487765.0
2007,20.12,360761.0,382563.0
2007,20.13,6851224.0,5655631.0
2007,20.14,28630186.0,26640239.0
2007,20.15,4958332.0,8510367.0
2007,20.16,2153351.0,2562992.0
2007,20.17,746753.0,535843.0
2007,20.2,203715.0,214533.0
2007,20.3,852774.0,696200.0
2007,20.41,100855.0,168930.0
2007,20.42,128608.0,124380.0
2007,20.51,73146.0,89729.0
2007,20.52,63557.0,145175.0
2007,20.53,0.0,5400.0
2007,20.59,1341608.0,1597082.0
2007,20.6,879852.0,1064047.0
2007,21.1,940508.0,1263370.0
2007,21.2,903098.0,1166328.0
2007,22.11,1886731.0,1801363.0
2007,22.19,181832.0,157799.0
2007,22.21,320439.0,257352.0
2007,22.22,89215.0,59843.0
2007,22.23,5239.0,6247.0
2007,22.29,168988.0,125225.0
2007,23.11,7500612.0,7185503.0
2007,23.12,27475.0,25254.0
2007,23.13,13235141.0,11783144.0
2007,23.14,1547960.0,1520109.0
2007,23.19,1310757.0,1163245.0
2007,23.2,1075741.0,995695.0
2007,23.31,4758902.0,3340093.0
2007,23.32,12676313.0,12600905.0
2007,23.4,36283.0,69195.0
2007,23.41,1448836.0,1869790.0
2007,23.42,158217.0,145258.0
2007,23.44,6999.0,12216.0
2007,23.49,47798.0,92114.0
2007,23.5,0.0,3600.0
2007,23.51,188733096.0,164650197.0
2007,23.52,37037349.0,32280807.0
2007,23.61,84273.0,159093.0
2007,23.62,127364.0,135890.0
2007,23.63,9514.0,20439.0
2007,23.64,64039.0,49145.0
2007,23.65,42508.0,47276.0
2007,23.91,15178.0,18565.0
2007,23.99,1043802.0,1096261.0
2007,24.1,205182591.0,195747847.0
2007,24.2,284710.0,377877.0
2007,24.31,24578.0,32474.0
2007,24.34,14948.0,18792.0
2007,24.42,2731401.0,3414744.0
2007,24.43,144117.0,167135.0
2007,24.44,59722.0,95623.0
2007,24.45,94121.0,111031.0
2007,24.46,822547.0,651752.0
2007,24.51,2488957.0,1641347.0
2007,24.52,130.0,5297.0
2007,24.53,75995.0,65450.0
2007,24.54,12109.0,8300.0
2007,25.11,83997.0,68176.0
2007,25.3,17224.0,12547.0
2007,25.4,193717.0,185246.0
2007,25.5,9902.0,9242.0
2007,25.61,0.0,0.0
2007,25.62,39268.0,58015.0
2007,25.73,22195.0,22048.0
2007,25.92,19410.0,8495.0
2007,25.93,26904.0,14845.0
2007,25.99,13755.0,13448.0
2007,26.11,313839.0,226765.0
2007,26.2,14308.0,14070.0
2007,26.3,8142.0,5877.0
2007,27.11,3373.0,10361.0
2007,27.12,0.0,42507.0
2007,27.32,45437.0,42311.0
2007,27.4,35012.0,52700.0
2007,27.51,58943.0,46867.0
2007,27.9,29364.0,30612.0
2007,28.11,108304.0,98741.0
2007,28.13,13409.0,15961.0
2007,28.14,23347.0,26564.0
2007,28.15,327802.0,392316.0
2007,28.22,9741.0,44536.0
2007,28.25,26048.0,13024.0
2007,28.29,25033.0,12836.0
2007,28.3,23552.0,16998.0
2007,28.91,0.0,0.0
2007,28.92,92970.0,98081.0
2007,28.94,13493.0,14064.0
2007,28.95,6200.0,4768.0
2007,28.99,74996.0,90265.0
2007,29.1,1821422.0,2479616.0
2007,29.2,43882.0,47089.0
2007,29.32,214924.0,225370.0
2007,30.11,230697.0,253962.0
2007,30.2,145972.0,149350.0
2007,30.3,1314182.0,1079992.0
2007,30.4,0.0,0.0
2007,30.91,39571.0,26627.0
2007,31.02,276.0,1035.0
2007,31.03,23859.0,26941.0
2007,31.09,9309.0,27627.0
2007,32.2,5646.0,4775.0
2007,32.3,15013.0,13441.0
2007,33.16,12376.0,19370.0
2007,33.17,27390.0,17869.0
2007,33.2,39488.0,47675.0
2007,35.0,32535656.0,32191034.0
2007,35.1,136361291.0,116806639.0
2007,35.11,1168674308.0,1027560272.0
2007,35.13,1125.0,4806.0
2007,35.14,340388.0,559315.0
2007,35.2,230393.0,230372.0
2007,35.21,465499.0,629127.0
2007,35.22,3192753.0,3446416.0
2007,35.23,48260.0,26629.0
2007,35.3,167959659.0,175052325.0
2007,36.0,4239.0,4960.0
2007,37.0,39467.0,99806.0
2007,38.21,103359.0,306869.0
2007,38.32,149552.0,291447.0
2007,42.11,7503.0,13362.0
2007,43.22,12617.0,5197.0
2007,43.99,0.0,0.0
2007,46.21,11147.0,18804.0
2007,46.46,23893.0,12206.0
2007,47.29,0.0,0.0
2007,49.1,21058.0,18353.0
2007,49.5,4691949.0,4433663.0
2007,51.0,0.0,0.0
2007,51.1,318345.0,183473.0
2007,52.1,418691.0,241257.0
2007,52.23,269944.0,279381.0
2007,52.24,34111.0,61843.0
2007,53.1,13348.0,7039.0
2007,56.1,13871.0,6316.0
2007,58.14,12970.0,0.0
2007,58.19,0.0,0.0
2007,60.2,0.0,0.0
2007,61.1,2142.0,2480.0
2007,63.11,3303.0,417.0
2007,64.11,1136.0,0.0
2007,64.91,2832.0,2950.0
2007,68.2,62805.0,102226.0
2007,68.32,47625.0,143515.0
2007,71.11,8187.0,11054.0
2007,71.12,13645.0,13344.0
2007,72.19,230555.0,181392.0
2007,75.0,25618.0,14857.0
2007,82.3,4381.0,4275.0
2007,82.99,813946.0,441219.0
2007,84.12,8673.0,8508.0
2007,84.22,189764.0,199202.0
2007,85.32,0.0,0.0
2007,85.42,302663.0,309255.0
2007,86.1,1433492.0,1358132.0
2007,86.21,10605.0,9860.0
2007,86.9,5014.0,10714.0
2008,1.13,356407.0,966095.0
2008,1.19,73867.0,164362.0
2008,1.21,57305.0,75593.0
2008,1.22,0.0,83386.0
2008,1.3,0.0,35068.0
2008,1.62,249.0,18460.0
2008,1.63,1189.0,1607.0
2008,5.1,14743.0,16008.0
2008,6.1,17999171.0,21912020.0
2008,6.2,1750747.0,2146977.0
2008,7.1,8302681.0,3568170.0
2008,7.21,44263.0,54473.0
2008,8.11,3465.0,472340.0
2008,8.12,121821.0,184453.0
2008,8.91,48356.0,129931.0
2008,8.92,83598.0,49328.0
2008,8.93,583702.0,667080.0
2008,8.99,714022.0,720487.0
2008,9.1,84418.0,109270.0
2008,10.11,402435.0,433319.0
2008,10.12,49768.0,54737.0
2008,10.13,260750.0,272389.0
2008,10.2,218371.0,354876.0
2008,10.3,7510.0,8405.0
2008,10.31,604312.0,837442.0
2008,10.32,211323.0,432514.0
2008,10.39,692229.0,875314.0
2008,10.41,1907820.0,2481424.0
2008,10.42,17425.0,43083.0
2008,10.51,2997500.0,3312800.0
2008,10.52,9531.0,7755.0
2008,10.61,181160.0,197583.0
2008,10.62,3669571.0,4930506.0
2008,10.71,7505.0,8163.0
2008,10.72,15569.0,89511.0
2008,10.73,144160.0,118709.0
2008,10.8,0.0,0.0
2008,10.81,7724577.0,8939374.0
2008,10.82,81989.0,167096.0
2008,10.83,280479.0,418680.0
2008,10.84,29734.0,42791.0
2008,10.85,84666.0,185626.0
2008,10.86,142322.0,185384.0
2008,10.89,498679.0,746998.0
2008,10.91,227994.0,184291.0
